ProviderID,HospitalName,Address,City,State,ZIP,County,Phone,PaymentName,PaymentMeasureID,Category,Denominator,Payment,LowerEst,HigherEst,Footnote,ValueDisplay,ValueDisplayID,CareCategory,CareFootnote,StartDate,EndDate,Location
030110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,MARICOPA,6238821515,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,120,"$25,084","$22,415","$27,948",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"13677 WEST MCDOWELL ROAD
GOODYEAR, AZ
(33.464283, -112.354024)"
030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,MOHAVE,9287572101,Payment for pneumonia patients,PAYM_30_PN,Less than the National Average Payment,470,"$13,223","$12,485","$13,959",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Better mortality and lower payment,,07/01/2012,06/30/2015 00:00:00,"3269 STOCKTON HILL ROAD
KINGMAN, AZ
(35.136596, -114.232528)"
030089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,MARICOPA,4806845898,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,246,"$17,937","$16,540","$19,424",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and higher payment,,07/01/2012,06/30/2015 00:00:00,"5555 WEST THUNDERBIRD ROAD
GLENDALE, AZ
(33.610731, -112.178606)"
030088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4806845898,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,736,"$15,215","$14,499","$15,910",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"6644 EAST BAYWOOD AVENUE
MESA, AZ
(33.41047, -111.687166)"
030033,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,GILA,9284743222,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,93,"$16,835","$15,039","$18,849",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"807 SOUTH PONDEROSA DRIVE
PAYSON, AZ
(34.231724, -111.321375)"
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,6022490212,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,144,"$16,895","$15,243","$18,570",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"2000 WEST BETHANY HOME ROAD
PHOENIX, AZ
(33.524116, -112.101934)"
031313,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,SANTA CRUZ,5202853000,Payment for pneumonia patients,PAYM_30_PN,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"1171 WEST TARGET RANGE ROAD
NOGALES, AZ
(31.341614, -110.955743)"
031302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",901 WEST REX ALLEN DRIVE,WILLCOX,AZ,85643,COCHISE,5203843541,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"901 WEST REX ALLEN DRIVE
WILLCOX, AZ
(32.264256, -109.838096)"
030064,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,PIMA,5208744189,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,201,"$24,380","$22,363","$26,543",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"1501 NORTH CAMPBELL AVENUE
TUCSON, AZ
(32.240663, -110.944717)"
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,6024065001,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,126,"$24,378","$21,963","$27,141",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"350 WEST THOMAS ROAD
PHOENIX, AZ
(33.480294, -112.079208)"
030094,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,6235611000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,94,"$25,122","$22,328","$28,251",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"18701 NORTH 67TH AVENUE
GLENDALE, AZ
(33.655042, -112.202889)"
030131,O.A.S.I.S. HOSPITAL,750 NORTH 40TH STREET,PHOENIX,AZ,85008,MARICOPA,6027977700,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"750 NORTH 40TH STREET
PHOENIX, AZ
(33.45672, -111.99521)"
030078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,PHOENIX,AZ,85016,MARICOPA,6022631200,Payment for heart failure patients,PAYM_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"4212 NORTH 16TH STREET
PHOENIX, AZ
(33.49701, -112.047613)"
030137,GREEN VALLEY HOSPITAL,4455 SOUTH I-19 FRONTAGE ROAD,GREEN VALLEY,AZ,85614,PIMA,5203934710,Payment for heart failure patients,PAYM_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"4455 SOUTH I-19 FRONTAGE ROAD
GREEN VALLEY, AZ
(31.807943, -111.010966)"
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,9283367600,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,542,"$16,393","$15,464","$17,342",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"2400 SOUTH AVENUE A
YUMA, AZ
(32.683899, -114.633238)"
030132,"FLORENCE HOSPITAL AT ANTHEM, LLC",4545 NORTH HUNT HIGHWAY,FLORENCE,AZ,85132,PINAL,5204242060,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"4545 NORTH HUNT HIGHWAY
FLORENCE, AZ
(33.073607, -111.486843)"
030134,BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120,PINAL,4807333300,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"2050 WEST SOUTHERN AVENUE
APACHE JUNCTION, AZ
(33.393343, -111.566796)"
030136,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,85339,MARICOPA,6235845100,Payment for heart failure patients,PAYM_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"7171 SOUTH 51ST AVENUE
LAVEEN, AZ
(33.380678, -112.168233)"
030114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755,PIMA,5209013549,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,187,"$15,575","$14,240","$17,028",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"1551 EAST TANGERINE ROAD
ORO VALLEY, AZ
(32.427304, -110.947967)"
031312,COPPER QUEEN COMMUNITY HOSPITAL,101 COLE AVENUE,BISBEE,AZ,85603,COCHISE,5204326401,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,30,"$14,776","$12,178","$17,344",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"101 COLE AVENUE
BISBEE, AZ
(31.417254, -109.8826)"
030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,4807283000,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,343,"$14,292","$13,366","$15,258",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"1955 WEST FRYE ROAD
CHANDLER, AZ
(33.298635, -111.875109)"
030022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,6023445011,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"2601 EAST ROOSEVELT STREET
PHOENIX, AZ
(33.458525, -112.02643)"
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,6022392000,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,143,"$15,978","$14,486","$17,453",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"1111 EAST MCDOWELL ROAD
PHOENIX, AZ
(33.465724, -112.058127)"
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,373,"$14,748","$13,802","$15,673",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Worse mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"1003 WILLOW CREEK ROAD
PRESCOTT, AZ
(34.558763, -112.482039)"
030088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4806845898,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,315,"$18,615","$17,250","$20,029",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and higher payment,,07/01/2012,06/30/2015 00:00:00,"6644 EAST BAYWOOD AVENUE
MESA, AZ
(33.41047, -111.687166)"
030038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,4808824000,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,323,"$17,631","$16,359","$18,873",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Better mortality and higher payment,,07/01/2012,06/30/2015 00:00:00,"7400 EAST OSBORN ROAD
SCOTTSDALE, AZ
(33.487639, -111.922725)"
030108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Payment for pneumonia patients,PAYM_30_PN,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"6501 NORTH 19TH AVENUE
PHOENIX, AZ
(33.531837, -112.099636)"
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,214,"$17,273","$15,791","$18,900",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"1003 WILLOW CREEK ROAD
PRESCOTT, AZ
(34.558763, -112.482039)"
030068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,9283484000,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,28,"$14,457","$12,254","$17,062",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"1600 SOUTH 20TH AVENUE
SAFFORD, AZ
(32.821883, -109.732994)"
031311,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,NAVAJO,9282894691,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"1501 NORTH WILLIAMSON AVENUE
WINSLOW, AZ
(35.035455, -110.691742)"
030123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,MARICOPA,4803247004,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,210,"$13,715","$12,510","$14,841",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Better mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"7400 EAST THOMPSON PEAK PARKWAY
SCOTTSDALE, AZ
(33.669777, -111.921803)"
030115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,MARICOPA,6233274000,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,149,"$14,999","$13,539","$16,532",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"9201 WEST THOMAS ROAD
PHOENIX, AZ
(33.479558, -112.257936)"
030069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,MOHAVE,9288558185,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,227,"$20,726","$19,140","$22,413",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and lower payment,,07/01/2012,06/30/2015 00:00:00,"101 CIVIC CENTER LANE
LAKE HAVASU CITY, AZ
(34.47998, -114.338537)"
030105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,490,"$23,338","$22,002","$24,846",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"6750 EAST BAYWOOD AVENUE
MESA, AZ
(33.410429, -111.686221)"
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,9285376399,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,114,"$25,047","$22,427","$27,852",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"2200 EAST SHOW LOW LAKE ROAD
SHOW LOW, AZ
(34.201967, -110.01839)"
030110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,MARICOPA,6238821515,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,201,"$15,033","$13,804","$16,318",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"13677 WEST MCDOWELL ROAD
GOODYEAR, AZ
(33.464283, -112.354024)"
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,9286396058,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,157,"$15,406","$13,962","$17,061",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"269 SOUTH CANDY LANE
COTTONWOOD, AZ
(34.73619, -112.031778)"
030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,5204173001,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,198,"$21,385","$19,688","$23,253",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"5700 EAST HIGHWAY 90
SIERRA VISTA, AZ
(31.55463, -110.232095)"
030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,6238324000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,343,"$22,764","$21,280","$24,373",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"10401 WEST THUNDERBIRD BOULEVARD
SUN CITY, AZ
(33.604802, -112.28344)"
030087,SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,MARICOPA,4803233000,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,486,"$18,287","$17,245","$19,435",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and higher payment,,07/01/2012,06/30/2015 00:00:00,"9003 EAST SHEA BOULEVARD
SCOTTSDALE, AZ
(33.582467, -111.886032)"
030119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85296,MARICOPA,4807288000,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,200,"$18,193","$16,638","$19,873",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and higher payment,,07/01/2012,06/30/2015 00:00:00,"3555 SOUTH VAL VISTA DRIVE
GILBERT, AZ
(33.286661, -111.755311)"
033303,"HACIENDA CHILDREN'S HOSPITAL, INC.",610 WEST JEROME AVENUE,MESA,AZ,85210,MARICOPA,6022434231,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,07/01/2012,06/30/2015 00:00:00,"610 WEST JEROME AVENUE
MESA, AZ
(33.381128, -111.844892)"
030038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,4808824000,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,377,"$14,468","$13,546","$15,361",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"7400 EAST OSBORN ROAD
SCOTTSDALE, AZ
(33.487639, -111.922725)"
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,5208733000,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,234,"$17,376","$15,975","$18,887",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and higher payment,,07/01/2012,06/30/2015 00:00:00,"350 NORTH WILMOT ROAD
TUCSON, AZ
(32.225946, -110.857838)"
030112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP,"2905 WEST WARNER ROAD, SUITE 1",CHANDLER,AZ,85224,MARICOPA,4806039000,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"2905 WEST WARNER ROAD, SUITE 1
CHANDLER, AZ
(33.33484, -111.891133)"
030137,GREEN VALLEY HOSPITAL,4455 SOUTH I-19 FRONTAGE ROAD,GREEN VALLEY,AZ,85614,PIMA,5203934710,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"4455 SOUTH I-19 FRONTAGE ROAD
GREEN VALLEY, AZ
(31.807943, -111.010966)"
030137,GREEN VALLEY HOSPITAL,4455 SOUTH I-19 FRONTAGE ROAD,GREEN VALLEY,AZ,85614,PIMA,5203934710,Payment for pneumonia patients,PAYM_30_PN,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"4455 SOUTH I-19 FRONTAGE ROAD
GREEN VALLEY, AZ
(31.807943, -111.010966)"
030037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,6022518156,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,37,"$16,764","$14,292","$19,096",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"1800 EAST VAN BUREN STREET
PHOENIX, AZ
(33.451436, -112.042767)"
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,5208733000,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,271,"$15,563","$14,399","$16,705",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"350 NORTH WILMOT ROAD
TUCSON, AZ
(32.225946, -110.857838)"
030014,JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,6023315862,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,109,"$23,414","$21,070","$25,977",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"250 EAST DUNLAP AVENUE
PHOENIX, AZ
(33.567754, -112.07063)"
031314,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,85501,GILA,9284253261,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,142,"$15,075","$13,621","$16,657",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Better mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"5880 SOUTH HOSPITAL DRIVE
GLOBE, AZ
(33.407206, -110.826224)"
033303,"HACIENDA CHILDREN'S HOSPITAL, INC.",610 WEST JEROME AVENUE,MESA,AZ,85210,MARICOPA,6022434231,Payment for heart failure patients,PAYM_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,07/01/2012,06/30/2015 00:00:00,"610 WEST JEROME AVENUE
MESA, AZ
(33.381128, -111.844892)"
030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,4804123000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,187,"$23,588","$21,542","$25,743",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"1400 SOUTH DOBSON ROAD
MESA, AZ
(33.39091, -111.874624)"
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,386,"$24,726","$23,109","$26,460",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and higher payment,,07/01/2012,06/30/2015 00:00:00,"1003 WILLOW CREEK ROAD
PRESCOTT, AZ
(34.558763, -112.482039)"
030105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,519,"$17,358","$16,359","$18,435",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Better mortality and higher payment,,07/01/2012,06/30/2015 00:00:00,"6750 EAST BAYWOOD AVENUE
MESA, AZ
(33.410429, -111.686221)"
030064,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,PIMA,5208744189,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,255,"$14,383","$13,329","$15,508",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"1501 NORTH CAMPBELL AVENUE
TUCSON, AZ
(32.240663, -110.944717)"
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,9286396058,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,125,"$22,887","$20,644","$25,383",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"269 SOUTH CANDY LANE
COTTONWOOD, AZ
(34.73619, -112.031778)"
030120,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,GILBERT,AZ,85295,MARICOPA,4808403715,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,39,"$14,752","$12,488","$17,111",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"5656 SOUTH POWER ROAD
GILBERT, AZ
(33.313565, -111.686877)"
